Date,Team1,Score1,Team2,Score2
1/26/2019,Iowa St,84,Oklahoma St,71
1/26/2019,Morehead St,66,Jacksonville St,55
1/26/2019,West Virginia,60,Kansas St,30
1/26/2019,Richmond,74,La Salle,60
1/26/2019,Mt St Mary's,61,LIU Brooklyn,45
1/26/2019,Monmouth NJ,76,Niagara,54
1/26/2019,Montana,72,Weber St,60
1/26/2019,N Colorado,63,Northern Arizona,53
1/26/2019,Oral Roberts,101,N Dakota St,72
1/26/2019,S Dakota St,81,NE Omaha,47
1/26/2019,UMBC,64,New Hampshire,62
1/26/2019,Northwestern LA,58,SE Louisiana,47
1/26/2019,Portland,78,San Francisco,73
1/26/2019,Robert Morris,69,Wagner,46
1/26/2019,South Dakota,92,W Illinois,49
1/26/2019,Stony Brook,67,Vermont,61
1/26/2019,Texas,78,Texas Tech,71
1/26/2019,Troy,90,Louisiana,64
1/26/2019,American Univ,60,Lafayette,45
1/26/2019,Yale,84,Brown,72
1/26/2019,Canisius,62,Rider,49
1/26/2019,UC Davis,75,CS Fullerton,39
1/26/2019,CS Northridge,51,Long Beach St,37
1/26/2019,Gonzaga,78,Santa Clara,61
1/26/2019,Hawaii,47,UC Santa Barbara,35
1/26/2019,Incarnate Word,81,New Orleans,69
1/26/2019,IUPUI,67,WI Green Bay,63
1/26/2019,WKU,81,Louisiana Tech,76
1/26/2019,Southern Miss,64,Marshall,52
1/26/2019,St Bonaventure,64,Massachusetts,63
1/26/2019,MTSU,61,North Texas,46
1/26/2019,New Mexico,68,Utah St,64
1/26/2019,Pacific,78,Pepperdine,67
1/26/2019,Rice,55,UAB,43
1/26/2019,UNLV,71,San Diego St,57
1/26/2019,TN Martin,68,SIUE,55
1/26/2019,South Alabama,77,ULM,49
1/26/2019,PFW,70,Denver,55
1/26/2019,Southern Univ,54,Alabama A&M,50
1/26/2019,Coastal Car,88,Arkansas St,72
1/26/2019,Lehigh,73,Army,50
1/26/2019,Bucknell,75,Holy Cross,71
1/26/2019,Chattanooga,73,Samford,63
1/26/2019,CS Sacramento,73,E Washington,70
1/26/2019,UT Arlington,69,Georgia St,45
1/26/2019,Lamar,83,Sam Houston St,72
1/26/2019,NC A&T,52,NC Central,49
1/26/2019,Old Dominion,72,UT San Antonio,47
1/26/2019,Winthrop,55,Presbyterian,52
1/26/2019,UNC Greensboro,71,W Carolina,59
1/26/2019,UC Irvine,73,Cal Poly,57
1/26/2019,Cincinnati,80,Memphis,56
1/26/2019,Temple,84,East Carolina,62
1/26/2019,Mercer,64,ETSU,41
1/26/2019,Houston,76,Tulsa,44
1/26/2019,Stetson,76,Lipscomb,49
1/26/2019,SC Upstate,72,Longwood,67
1/26/2019,Tennessee St,65,Murray St,61
1/26/2019,SMU,46,South Florida,44
1/26/2019,Wichita St,62,Tulane,44
1/26/2019,Air Force,88,San Jose St,77
1/26/2019,Providence,77,Creighton,63
1/26/2019,FL Atlantic,77,Florida Intl,55
1/26/2019,Ga Southern,65,Texas St,55
1/26/2019,Idaho St,61,Montana St,43
1/26/2019,MD E Shore,59,Norfolk St,43
1/26/2019,St Francis PA,85,Sacred Heart,68
1/26/2019,Miami OH,79,Kent,63
1/26/2019,Colgate,73,Loyola MD,64
1/26/2019,Hartford,82,Albany NY,35
1/26/2019,New Mexico St,71,UTRGV,63
1/26/2019,Boston Univ,49,Navy,35
1/26/2019,Utah Valley,76,Chicago St,61
1/26/2019,Missouri KC,86,Seattle,62
1/26/2019,BYU,65,San Diego,56
1/26/2019,St Mary's CA,86,Loy Marymount,62
1/26/2019,Howard,78,Delaware St,62
1/26/2019,Prairie View,75,MS Valley St,65
1/26/2019,S Carolina St,71,Savannah St,60
1/26/2019,Coppin St,73,Florida A&M,53
1/26/2019,Tennessee Tech,81,E Kentucky,68
1/26/2019,St Francis NY,64,F Dickinson,53
1/26/2019,Jackson St,77,Grambling,74
1/26/2019,Liberty,85,Jacksonville,75
1/26/2019,Bethune-Cookman,73,Morgan St,69
1/27/2019,Alabama,58,Georgia,53
1/27/2019,Maine,95,Binghamton,66
1/27/2019,Delaware,74,Col Charleston,50
1/27/2019,Wright St,78,Detroit,59
1/27/2019,Drake,78,Evansville,47
1/27/2019,Drexel,67,UNC Wilmington,55
1/27/2019,James Madison,82,Elon,30
1/27/2019,Seton Hall,76,Georgetown,63
1/27/2019,Penn,81,Haverford,46
1/27/2019,Northwestern,64,Illinois,56
1/27/2019,Maryland,76,Indiana,56
1/27/2019,Northern Iowa,71,Indiana St,51
1/27/2019,Quinnipiac,76,Iona,39
1/27/2019,Texas A&M,73,Kentucky,71
1/27/2019,S Illinois,74,Loyola-Chicago,63
1/27/2019,Manhattan,69,Marist,51
1/27/2019,Michigan St,77,Michigan,73
1/27/2019,North Alabama,77,NJIT,54
1/27/2019,William & Mary,80,Towson,69
1/27/2019,Missouri,74,Auburn,65
1/27/2019,Marquette,87,Butler,58
1/27/2019,DePaul,73,Xavier,71
1/27/2019,G Washington,55,Duquesne,54
1/27/2019,FL Gulf Coast,80,North Florida,48
1/27/2019,George Mason,75,Rhode Island,69
1/27/2019,Iowa,72,Purdue,58
1/27/2019,Louisville,70,Pittsburgh,42
1/27/2019,Mississippi St,80,Mississippi,49
1/27/2019,N Kentucky,72,Oakland,50
1/27/2019,North Carolina,78,Notre Dame,73
1/27/2019,Rutgers,69,Penn St,61
1/27/2019,Siena,50,St Peter's,46
1/27/2019,Villanova,73,St John's,57
1/27/2019,Wake Forest,52,Virginia,42
1/27/2019,Baylor,74,Oklahoma,53
1/27/2019,Davidson,60,Fordham,56
1/27/2019,Dayton,72,St Joseph's PA,65
1/27/2019,Syracuse,64,Duke,55
1/27/2019,TCU,58,Kansas,53
1/27/2019,Tennessee,74,LSU,65
1/27/2019,Wisconsin,70,Nebraska,69
1/27/2019,VA Commonwealth,57,St Louis,47
1/27/2019,Arkansas,83,Florida,73
1/27/2019,Miami FL,76,Boston College,73
1/27/2019,Hofstra,78,Northeastern,61
1/27/2019,Missouri St,108,Valparaiso,63
1/27/2019,UCLA,98,Arizona,93
1/27/2019,Arizona St,68,USC,59
1/27/2019,California,80,Colorado,60
1/27/2019,Oregon,76,Washington,57
1/27/2019,Oregon St,52,Washington St,35
1/27/2019,Utah,75,Stanford,68
1/27/2019,NC State,68,Georgia Tech,60
1/27/2019,Florida St,56,Virginia Tech,54
1/27/2019,Connecticut,93,UCF,57
1/28/2019,Alabama A&M,87,Alcorn St,69
1/28/2019,Prairie View,80,Ark Pine Bluff,41
1/28/2019,F Dickinson,63,Bryant,53
1/28/2019,Central Conn,63,LIU Brooklyn,57
1/28/2019,Northern Arizona,78,Southern Utah,69
1/28/2019,West Virginia,64,Texas,58
1/28/2019,Bethune-Cookman,71,Coppin St,65
1/28/2019,Robert Morris,64,Sacred Heart,46
1/28/2019,South Carolina,80,Vanderbilt,69
1/28/2019,Alabama St,78,Southern Univ,61
1/28/2019,St Francis PA,107,Wagner,70
1/28/2019,TX Southern,68,MS Valley St,50
1/28/2019,NC Central,71,Savannah St,67
1/28/2019,MD E Shore,80,Howard,73
1/28/2019,Morgan St,75,Florida A&M,71
1/28/2019,Ohio St,65,Minnesota,55
1/28/2019,Mt St Mary's,78,St Francis NY,75
1/29/2019,Gardner Webb,75,Charleston So,65
1/29/2019,FL Gulf Coast,67,NJIT,35
1/29/2019,High Point,56,Winthrop,54
1/29/2019,Iowa St,105,Texas Tech,66
1/29/2019,Stetson,69,Jacksonville,56
1/29/2019,Fairfield,59,Siena,55
1/29/2019,Hampton,67,SC Upstate,43
1/29/2019,UT Arlington,76,Louisiana,61
1/29/2019,North Florida,71,Kennesaw,60
1/29/2019,UNC Asheville,52,Presbyterian,43
1/29/2019,Campbell,66,Longwood,60
1/29/2019,Wichita St,57,East Carolina,47
1/29/2019,Temple,75,Tulsa,61
1/29/2019,Liberty,77,Lipscomb,60
1/30/2019,Abilene Chr,72,TAM C. Christi,68
1/30/2019,Binghamton,73,Hartford,62
1/30/2019,Boise St,70,Colorado St,57
1/30/2019,Wyoming,63,Fresno St,56
1/30/2019,UC Riverside,60,Hawaii,55
1/30/2019,Houston Bap,60,Incarnate Word,59
1/30/2019,Maine,79,MA Lowell,45
1/30/2019,VA Commonwealth,52,Massachusetts,48
1/30/2019,Stony Brook,57,UMBC,44
1/30/2019,Air Force,75,San Diego St,66
1/30/2019,Baylor,66,Oklahoma St,58
1/30/2019,Boston Univ,47,Lafayette,44
1/30/2019,Lehigh,51,Loyola MD,42
1/30/2019,Rider,68,Marist,58
1/30/2019,Miami OH,67,Ohio,61
1/30/2019,Nevada,70,UNLV,62
1/30/2019,St Bonaventure,84,Rhode Island,68
1/30/2019,San Jose St,68,Utah St,59
1/30/2019,Oral Roberts,66,PFW,56
1/30/2019,Albany NY,59,New Hampshire,41
1/30/2019,American Univ,70,Holy Cross,58
1/30/2019,Colgate,70,Army,58
1/30/2019,Kansas,88,Oklahoma,79
1/30/2019,TCU,61,Kansas St,47
1/30/2019,Sam Houston St,94,SE Louisiana,63
1/30/2019,Cincinnati,57,South Florida,56
1/30/2019,Tulane,62,Memphis,61
1/30/2019,SF Austin,59,Cent Arkansas,53
1/30/2019,Lamar,78,Nicholls St,65
1/30/2019,UCF,58,Houston,56
1/30/2019,Bucknell,77,Navy,43
1/30/2019,New Orleans,67,Northwestern LA,62
1/30/2019,NE Omaha,91,Peru St,44
1/31/2019,Louisiana,73,Appalachian St,55
1/31/2019,Austin Peay,72,Tennessee Tech,65
1/31/2019,Belmont,91,SE Missouri St,57
1/31/2019,Cal Baptist,83,Utah Valley,54
1/31/2019,Cleveland St,67,Detroit,51
1/31/2019,Louisville,78,Connecticut,69
1/31/2019,Idaho St,56,CS Sacramento,42
1/31/2019,Davidson,62,G Washington,42
1/31/2019,E Illinois,80,E Kentucky,60
1/31/2019,Furman,57,Samford,36
1/31/2019,Idaho,86,Northern Arizona,69
1/31/2019,Wright St,72,IL Chicago,47
1/31/2019,Rutgers,69,Indiana,64
1/31/2019,Murray St,64,Jacksonville St,59
1/31/2019,Maryland,75,Wisconsin,57
1/31/2019,Mercer,81,Wofford,79
1/31/2019,Minnesota,61,Northwestern,54
1/31/2019,Morehead St,73,SIUE,67
1/31/2019,St Mary's CA,113,Portland,85
1/31/2019,Portland St,65,Weber St,38
1/31/2019,WKU,81,UT San Antonio,62
1/31/2019,Auburn,64,Mississippi,51
1/31/2019,Rice,61,Charlotte,51
1/31/2019,CS Northridge,74,CS Fullerton,44
1/31/2019,S Dakota St,83,Denver,67
1/31/2019,Southern Miss,71,Florida Intl,57
1/31/2019,Gonzaga,63,Pacific,51
1/31/2019,N Kentucky,60,IUPUI,57
1/31/2019,South Carolina,74,Kentucky,70
1/31/2019,UC Davis,70,Long Beach St,50
1/31/2019,Marshall,63,UTEP,60
1/31/2019,NC State,59,Wake Forest,50
1/31/2019,Youngstown St,76,Oakland,61
1/31/2019,Pepperdine,88,San Diego,65
1/31/2019,Virginia Tech,74,Pittsburgh,58
1/31/2019,Syracuse,72,Virginia,68
1/31/2019,Texas A&M,69,Vanderbilt,53
1/31/2019,Boston College,92,Duke,90
1/31/2019,Chattanooga,72,W Carolina,58
1/31/2019,Coastal Car,79,ULM,54
1/31/2019,Southern Utah,73,E Washington,63
1/31/2019,Fordham,65,La Salle,54
1/31/2019,St Louis,60,George Mason,53
1/31/2019,Mississippi St,68,LSU,35
1/31/2019,Nebraska,84,Purdue,64
1/31/2019,Old Dominion,72,North Texas,71
1/31/2019,Georgia,80,Arkansas,72
1/31/2019,ETSU,85,UNC Greensboro,76
1/31/2019,Tennessee,67,Florida,50
1/31/2019,TN Martin,73,Tennessee St,61
1/31/2019,UC Irvine,74,UC Santa Barbara,68
1/31/2019,Louisiana Tech,86,FL Atlantic,55
1/31/2019,California,81,Stanford,80
1/31/2019,Notre Dame,101,Clemson,63
1/31/2019,Florida St,62,Miami FL,58
1/31/2019,North Carolina,91,Georgia Tech,90
1/31/2019,New Mexico St,90,Missouri KC,86
1/31/2019,Loy Marymount,61,BYU,58
1/31/2019,Ohio St,78,Illinois,70
2/1/2019,Dartmouth,81,Brown,61
2/1/2019,Northeastern,87,Col Charleston,56
2/1/2019,Princeton,79,Columbia,64
2/1/2019,Penn,59,Cornell,46
2/1/2019,Missouri St,85,Drake,79
2/1/2019,Drexel,59,Elon,44
2/1/2019,Indiana St,76,Evansville,69
2/1/2019,Manhattan,47,Fairfield,41
2/1/2019,Loyola-Chicago,62,Illinois St,59
2/1/2019,Michigan,90,Iowa,81
2/1/2019,Quinnipiac,58,Monmouth NJ,46
2/1/2019,Northern Iowa,65,S Illinois,53
2/1/2019,Xavier,80,Seton Hall,76
2/1/2019,Butler,73,St John's,68
2/1/2019,Yale,65,Harvard,62
2/1/2019,Marist,73,Siena,58
2/1/2019,W Illinois,111,North Dakota,90
2/1/2019,Villanova,53,Providence,33
2/1/2019,Valparaiso,76,Bradley,73
2/1/2019,UNC Wilmington,89,Hofstra,54
2/1/2019,Georgetown,62,Creighton,53
2/1/2019,Delaware,70,William & Mary,59
2/1/2019,Arizona St,60,Arizona,47
2/1/2019,Oregon St,89,Colorado,65
2/1/2019,Oregon,87,Utah,65
2/1/2019,UCLA,83,Washington St,56
2/1/2019,USC,82,Washington,57
2/2/2019,Colorado St,55,Air Force,48
2/2/2019,Kent,73,Akron,58
2/2/2019,Prairie View,77,Alabama A&M,65
2/2/2019,Alabama St,58,TX Southern,51
2/2/2019,American Univ,71,Colgate,66
2/2/2019,Grambling,77,Ark Pine Bluff,57
2/2/2019,Jacksonville St,67,Austin Peay,56
2/2/2019,Ohio,94,Ball St,62
2/2/2019,Bucknell,62,Boston Univ,58
2/2/2019,Toledo,76,Bowling Green,56
2/2/2019,Harvard,100,Brown,83
2/2/2019,Central Conn,66,Bryant,65
2/2/2019,C Michigan,76,Buffalo,65
2/2/2019,Hawaii,70,Cal Poly,52
2/2/2019,Canisius,78,St Peter's,59
2/2/2019,Cent Arkansas,74,Northwestern LA,52
2/2/2019,Penn,72,Columbia,60
2/2/2019,Princeton,75,Cornell,46
2/2/2019,CS Sacramento,77,Weber St,62
2/2/2019,Youngstown St,91,Detroit,45
2/2/2019,SIUE,74,E Kentucky,55
2/2/2019,N Illinois,68,E Michigan,65
2/2/2019,Robert Morris,63,F Dickinson,43
2/2/2019,FL Gulf Coast,82,Jacksonville,58
2/2/2019,New Mexico,82,Fresno St,73
2/2/2019,Mercer,75,Furman,60
2/2/2019,Gonzaga,66,St Mary's CA,52
2/2/2019,High Point,82,Hampton,73
2/2/2019,Hartford,73,Stony Brook,62
2/2/2019,TAM C. Christi,70,Houston Bap,56
2/2/2019,Idaho,82,Southern Utah,70
2/2/2019,Idaho St,58,Portland St,57
2/2/2019,N Kentucky,78,IL Chicago,44
2/2/2019,Niagara,72,Iona,53
2/2/2019,Iowa St,81,Kansas St,52
2/2/2019,Lamar,64,McNeese St,62
2/2/2019,Wagner,72,LIU Brooklyn,62
2/2/2019,Maine,69,New Hampshire,45
2/2/2019,Vermont,52,MA Lowell,42
2/2/2019,MTSU,60,UAB,44
2/2/2019,Tennessee Tech,74,Murray St,65
2/2/2019,S Dakota St,74,Oral Roberts,65
2/2/2019,Wofford,71,Samford,62
2/2/2019,South Alabama,80,Troy,77
2/2/2019,UNC Asheville,70,Winthrop,36
2/2/2019,WKU,64,UTEP,61
2/2/2019,WI Green Bay,59,WI Milwaukee,45
2/2/2019,Appalachian St,80,ULM,58
2/2/2019,Baylor,96,Texas Tech,37
2/2/2019,Belmont,100,TN Martin,86
2/2/2019,Bethune-Cookman,72,NC Central,54
2/2/2019,Boise St,80,Nevada,65
2/2/2019,North Texas,68,Charlotte,63
2/2/2019,Cleveland St,98,Oakland,90
2/2/2019,Long Beach St,59,CS Fullerton,53
2/2/2019,UC Davis,70,CS Northridge,54
2/2/2019,Yale,64,Dartmouth,49
2/2/2019,Louisiana Tech,90,Florida Intl,72
2/2/2019,New Orleans,58,Incarnate Word,55
2/2/2019,Wright St,66,IUPUI,59
2/2/2019,Loy Marymount,83,San Diego,57
2/2/2019,Marshall,79,UT San Antonio,72
2/2/2019,Pacific,87,Portland,77
2/2/2019,Radford,82,SC Upstate,41
2/2/2019,San Diego St,69,San Jose St,68
2/2/2019,San Francisco,57,Santa Clara,49
2/2/2019,UT Arlington,68,Texas St,53
2/2/2019,UC Riverside,73,UC Santa Barbara,60
2/2/2019,UNLV,77,Utah St,56
2/2/2019,South Dakota,71,PFW,49
2/2/2019,Albany NY,71,Binghamton,62
2/2/2019,Southern Univ,75,Alcorn St,54
2/2/2019,Ark Little Rock,68,Arkansas St,55
2/2/2019,Loyola MD,70,Army,51
2/2/2019,Cal Baptist,100,Seattle,83
2/2/2019,Charleston So,63,Presbyterian,55
2/2/2019,Chattanooga,64,UNC Greensboro,54
2/2/2019,Coastal Car,76,Louisiana,58
2/2/2019,E Washington,64,Northern Arizona,62
2/2/2019,Holy Cross,56,Lafayette,53
2/2/2019,Stetson,76,Kennesaw,69
2/2/2019,Texas,76,Oklahoma,67
2/2/2019,Rice,48,Old Dominion,42
2/2/2019,Morehead St,67,E Illinois,57
2/2/2019,Connecticut,65,Cincinnati,55
2/2/2019,East Carolina,63,Tulane,61
2/2/2019,ETSU,88,W Carolina,80
2/2/2019,Longwood,85,Gardner Webb,79
2/2/2019,Houston,69,SMU,68
2/2/2019,North Alabama,81,Lipscomb,60
2/2/2019,Memphis,59,Tulsa,56
2/2/2019,Tennessee St,62,SE Missouri St,59
2/2/2019,Temple,65,Wichita St,40
2/2/2019,CS Bakersfield,59,Grand Canyon,46
2/2/2019,Southern Miss,67,FL Atlantic,45
2/2/2019,Georgia St,83,Ga Southern,66
2/2/2019,MD E Shore,63,S Carolina St,43
2/2/2019,Montana St,74,Montana,52
2/2/2019,Stanford,75,California,50
2/2/2019,Nicholls St,73,SE Louisiana,66
2/2/2019,SF Austin,78,Sam Houston St,68
2/2/2019,New Mexico St,87,Chicago St,66
2/2/2019,Louisville,76,Clemson,44
2/2/2019,Lehigh,66,Navy,55
2/2/2019,Miami OH,81,W Michigan,62
2/2/2019,UTRGV,75,Missouri KC,56
2/2/2019,Pepperdine,79,BYU,65
2/2/2019,Delaware St,66,Savannah St,58
2/2/2019,Howard,74,Norfolk St,70
2/2/2019,Morgan St,74,Coppin St,57
2/2/2019,NC A&T,56,Florida A&M,48
2/2/2019,Jackson St,87,MS Valley St,56
2/2/2019,Liberty,58,NJIT,47
2/2/2019,St Francis PA,83,Mt St Mary's,72
2/2/2019,St Francis NY,56,Sacred Heart,53
2/3/2019,Mississippi St,65,Alabama,49
2/3/2019,Bradley,69,Loyola-Chicago,56
2/3/2019,Seton Hall,83,Butler,62
2/3/2019,Davidson,80,La Salle,61
2/3/2019,Delaware,74,Elon,63
2/3/2019,Drake,94,S Illinois,66
2/3/2019,Drexel,62,William & Mary,58
2/3/2019,Monmouth NJ,73,Fairfield,63
2/3/2019,James Madison,71,Towson,59
2/3/2019,West Virginia,71,Kansas,50
2/3/2019,Richmond,62,Massachusetts,58
2/3/2019,Michigan,76,Wisconsin,70
2/3/2019,Minnesota,60,Rutgers,46
2/3/2019,Missouri St,63,Northern Iowa,58
2/3/2019,W Illinois,82,N Dakota St,70
2/3/2019,UNC Wilmington,83,Northeastern,70
2/3/2019,Auburn,59,Georgia,58
2/3/2019,Dayton,74,Rhode Island,62
2/3/2019,Marquette,93,DePaul,87
2/3/2019,St Bonaventure,64,George Mason,55
2/3/2019,Georgetown,61,Providence,56
2/3/2019,Iowa,81,Penn St,61
2/3/2019,Manhattan,52,Siena,48
2/3/2019,Miami FL,72,Virginia,59
2/3/2019,Michigan St,74,Purdue,66
2/3/2019,Texas A&M,72,Mississippi,60
2/3/2019,North Carolina,64,NC State,51
2/3/2019,North Dakota,69,NE Omaha,68
2/3/2019,St John's,70,Xavier,41
2/3/2019,Tennessee,82,Vanderbilt,65
2/3/2019,Virginia Tech,95,Boston College,86
2/3/2019,Duke,74,Pittsburgh,55
2/3/2019,Fordham,57,Duquesne,46
2/3/2019,St Louis,60,G Washington,44
2/3/2019,Indiana,82,Nebraska,78
2/3/2019,TCU,69,Oklahoma St,55
2/3/2019,VA Commonwealth,65,St Joseph's PA,47
2/3/2019,South Carolina,87,Arkansas,79
2/3/2019,Col Charleston,70,Hofstra,62
2/3/2019,Kentucky,62,Florida,51
2/3/2019,Illinois St,70,Valparaiso,67
2/3/2019,Quinnipiac,72,Rider,56
2/3/2019,Villanova,67,Creighton,62
2/3/2019,Oregon,102,Colorado,43
2/3/2019,Oregon St,71,Utah,63
2/3/2019,UCLA,76,Washington,60
2/3/2019,USC,81,Washington St,73
2/3/2019,Notre Dame,90,Georgia Tech,50
2/3/2019,UCF,66,South Florida,63
2/3/2019,Florida St,85,Wake Forest,61
2/3/2019,Northwestern,76,Ohio St,59
2/4/2019,TX Southern,53,Alabama A&M,45
2/4/2019,Prairie View,71,Alabama St,59
2/4/2019,Maryland,80,Illinois,66
2/4/2019,Baylor,74,Texas,68
2/4/2019,NC A&T,72,Bethune-Cookman,48
2/4/2019,LSU,61,Missouri,51
2/4/2019,S Carolina St,63,Delaware St,60
2/4/2019,N Colorado,84,Montana St,73
2/4/2019,MS Valley St,54,Grambling,52
2/4/2019,MD E Shore,78,Savannah St,46
2/4/2019,NC Central,64,Florida A&M,57
2/4/2019,Jackson St,60,Ark Pine Bluff,41
2/4/2019,Canisius,67,Iona,47
2/4/2019,UTRGV,71,Chicago St,55
2/4/2019,Niagara,81,St Peter's,57
2/5/2019,Charleston So,70,UNC Asheville,59
2/5/2019,FL Gulf Coast,76,North Alabama,51
2/5/2019,Radford,79,Gardner Webb,69
2/5/2019,Campbell,61,SC Upstate,41
2/5/2019,Hampton,79,Presbyterian,62
2/5/2019,Jacksonville,68,Kennesaw,53
2/5/2019,High Point,65,Longwood,54
2/5/2019,Temple,76,Houston,65
2/5/2019,North Florida,72,Lipscomb,66
2/5/2019,Stetson,68,Liberty,56
2/6/2019,Lamar,63,Abilene Chr,60
2/6/2019,Wyoming,80,Air Force,60
2/6/2019,Ohio,92,Akron,70
2/6/2019,C Michigan,81,Ball St,63
2/6/2019,Stony Brook,68,Binghamton,53
2/6/2019,N Illinois,88,Bowling Green,47
2/6/2019,Buffalo,73,Toledo,63
2/6/2019,Dayton,71,Richmond,50
2/6/2019,George Mason,61,G Washington,46
2/6/2019,Hartford,92,UMBC,47
2/6/2019,Minnesota,65,Indiana,61
2/6/2019,Kansas St,72,Kansas,62
2/6/2019,Kent,55,W Michigan,51
2/6/2019,Maine,66,Vermont,45
2/6/2019,New Hampshire,54,MA Lowell,46
2/6/2019,South Dakota,78,NE Omaha,33
2/6/2019,SE Louisiana,56,TAM C. Christi,45
2/6/2019,Boise St,64,UNLV,57
2/6/2019,Cal Poly,66,Long Beach St,59
2/6/2019,Nevada,68,Colorado St,57
2/6/2019,Oral Roberts,74,Denver,66
2/6/2019,Fresno St,64,Utah St,53
2/6/2019,La Salle,77,Rhode Island,71
2/6/2019,San Diego St,61,New Mexico,59
2/6/2019,VA Commonwealth,59,St Bonaventure,50
2/6/2019,UNC Greensboro,77,Wofford,61
2/6/2019,W Illinois,90,PFW,61
2/6/2019,St Joseph's PA,66,Davidson,54
2/6/2019,Fordham,54,St Louis,51
2/6/2019,Sam Houston St,93,McNeese St,80
2/6/2019,Oklahoma St,84,Oklahoma,74
2/6/2019,TCU,70,Texas Tech,63
2/6/2019,Connecticut,118,East Carolina,55
2/6/2019,Wichita St,57,Memphis,48
2/6/2019,Tulsa,49,SMU,35
2/6/2019,South Florida,50,Tulane,45
2/6/2019,SF Austin,65,Houston Bap,53
2/6/2019,Miami OH,63,E Michigan,58
2/6/2019,New Orleans,84,Northwestern LA,73
2/6/2019,Ohio St,78,Penn St,73
2/7/2019,Appalachian St,77,Texas St,56
2/7/2019,Ark Little Rock,76,Troy,72
2/7/2019,Austin Peay,77,SIUE,65
2/7/2019,Belmont,87,E Kentucky,52
2/7/2019,Fairfield,72,Canisius,65
2/7/2019,MTSU,62,Charlotte,55
2/7/2019,Portland St,74,CS Sacramento,58
2/7/2019,Murray St,60,E Illinois,51
2/7/2019,Florida Intl,51,UT San Antonio,40
2/7/2019,UTRGV,49,Grand Canyon,42
2/7/2019,Idaho,76,Montana,68
2/7/2019,Northern Arizona,81,Idaho St,77
2/7/2019,Iowa,86,Michigan St,71
2/7/2019,Marist,62,Manhattan,51
2/7/2019,Maryland,72,Northwestern,57
2/7/2019,Missouri,70,Texas A&M,65
2/7/2019,Quinnipiac,62,Niagara,42
2/7/2019,WI Green Bay,70,N Kentucky,42
2/7/2019,SE Missouri St,62,Tennessee Tech,53
2/7/2019,Weber St,67,Southern Utah,66
2/7/2019,Wright St,73,WI Milwaukee,69
2/7/2019,Kentucky,78,Auburn,68
2/7/2019,UC Riverside,62,CS Fullerton,59
2/7/2019,Massachusetts,69,Duquesne,66
2/7/2019,Purdue,72,Illinois,50
2/7/2019,Siena,66,Iona,45
2/7/2019,TN Martin,77,Jacksonville St,72
2/7/2019,Louisville,76,Syracuse,51
2/7/2019,Loy Marymount,69,Santa Clara,60
2/7/2019,Marshall,67,North Texas,55
2/7/2019,Miami FL,72,Notre Dame,65
2/7/2019,South Carolina,76,Mississippi,42
2/7/2019,Rider,65,Monmouth NJ,50
2/7/2019,North Dakota,70,N Dakota St,58
2/7/2019,Pacific,70,San Diego,53
2/7/2019,Pepperdine,72,San Francisco,66
2/7/2019,Rice,68,WKU,46
2/7/2019,UC Davis,70,UC Santa Barbara,44
2/7/2019,Arkansas St,69,South Alabama,58
2/7/2019,Duke,85,North Carolina,69
2/7/2019,Furman,53,W Carolina,28
2/7/2019,Georgia St,68,ULM,46
2/7/2019,Michigan,67,Nebraska,61
2/7/2019,UAB,69,Old Dominion,61
2/7/2019,Florida,57,Alabama,55
2/7/2019,LSU,71,Arkansas,34
2/7/2019,Virginia,79,Boston College,77
2/7/2019,Hawaii,70,UC Irvine,68
2/7/2019,Morehead St,71,Tennessee St,55
2/7/2019,Montana St,61,E Washington,47
2/7/2019,UTEP,70,FL Atlantic,44
2/7/2019,Ga Southern,79,Louisiana,71
2/7/2019,Arizona,69,Washington,59
2/7/2019,Arizona St,61,Washington St,46
2/7/2019,Florida St,75,NC State,70
2/7/2019,Georgia Tech,67,Pittsburgh,55
2/7/2019,Clemson,69,Wake Forest,53
2/7/2019,Cal Baptist,93,Chicago St,67
2/7/2019,New Mexico St,61,CS Bakersfield,48
2/7/2019,St Mary's CA,78,BYU,75
2/7/2019,UT Arlington,67,Coastal Car,64
2/8/2019,Bradley,81,Indiana St,80
2/8/2019,Penn,83,Brown,43
2/8/2019,Butler,63,Xavier,38
2/8/2019,Cleveland St,74,IL Chicago,48
2/8/2019,Col Charleston,79,William & Mary,77
2/8/2019,Columbia,75,Harvard,65
2/8/2019,Dartmouth,63,Cornell,56
2/8/2019,UNC Wilmington,76,Elon,51
2/8/2019,Illinois St,82,Evansville,59
2/8/2019,James Madison,58,Northeastern,51
2/8/2019,Northern Iowa,71,Loyola-Chicago,65
2/8/2019,Missouri St,70,S Illinois,58
2/8/2019,DePaul,93,Villanova,70
2/8/2019,Marquette,59,Georgetown,52
2/8/2019,IUPUI,64,Youngstown St,44
2/8/2019,Yale,96,Princeton,86
2/8/2019,Providence,82,Seton Hall,75
2/8/2019,Drake,88,Valparaiso,62
